Light,Temperature,Humidity,Result
4.00,         34.00,         85.00,         1.00
27.00,         43.00,         75.00,         2.00
48.00,         23.00,         61.00,         1.00
20.00,         24.00,         98.00,         1.00
35.00,         35.00,         55.00,         2.00
40.00,         35.00,         48.00,         4.00
41.00,         23.00,         86.00,         1.00
31.00,         24.00,         98.00,         1.00
11.00,         28.00,         25.00,         2.00
8.00,         31.00,         53.00,         2.00
44.00,         26.00,         92.00,         1.00
47.00,         26.00,         27.00,         3.00
39.00,         26.00,         85.00,         1.00
49.00,         38.00,         80.00,         3.00
12.00,         32.00,         59.00,         2.00
23.00,         35.00,         92.00,         1.00
37.00,         39.00,         83.00,         3.00
15.00,         40.00,         26.00,         2.00
33.00,         38.00,         73.00,         2.00
20.00,         40.00,         57.00,         2.00
27.00,         25.00,         51.00,         1.00
13.00,         31.00,         59.00,         2.00
33.00,         24.00,         61.00,         1.00
23.00,         23.00,         62.00,         1.00
34.00,         26.00,         21.00,         1.00
36.00,         43.00,         55.00,         2.00
1.00,         36.00,         21.00,         2.00
34.00,         33.00,         49.00,         2.00
20.00,         38.00,         23.00,         2.00
5.00,         42.00,         83.00,         1.00
15.00,         24.00,         69.00,         1.00
28.00,         35.00,         76.00,         2.00
5.00,         32.00,         27.00,         1.00
29.00,         29.00,         41.00,         2.00
36.00,         34.00,         82.00,         2.00
4.00,         25.00,         43.00,         1.00
32.00,         33.00,         59.00,         2.00
12.00,         39.00,         75.00,         2.00
8.00,         33.00,         41.00,         2.00
5.00,         40.00,         49.00,         2.00
45.00,         32.00,         76.00,         2.00
20.00,         43.00,         88.00,         1.00
49.00,         35.00,         84.00,         2.00
20.00,         30.00,         41.00,         2.00
0.00,         41.00,         89.00,         1.00
21.00,         39.00,         82.00,         2.00
11.00,         23.00,         21.00,         1.00
30.00,         29.00,         22.00,         2.00
9.00,         27.00,         58.00,         1.00
11.00,         40.00,         32.00,         2.00
9.00,         31.00,         27.00,         2.00
31.00,         34.00,         86.00,         2.00
0.00,         29.00,         70.00,         1.00
45.00,         37.00,         41.00,         4.00
0.00,         29.00,         45.00,         1.00
15.00,         41.00,         33.00,         2.00
7.00,         23.00,         73.00,         1.00
19.00,         28.00,         48.00,         2.00
35.00,         31.00,         24.00,         2.00
36.00,         34.00,         36.00,         2.00
48.00,         37.00,         20.00,         4.00
27.00,         23.00,         23.00,         1.00
21.00,         30.00,         65.00,         2.00
32.00,         30.00,         95.00,         1.00
32.00,         26.00,         61.00,         1.00
7.00,         27.00,         53.00,         1.00
48.00,         25.00,         53.00,         3.00
6.00,         31.00,         88.00,         1.00
35.00,         32.00,         24.00,         2.00
3.00,         42.00,         27.00,         2.00
9.00,         39.00,         95.00,         1.00
41.00,         25.00,         80.00,         1.00
5.00,         26.00,         36.00,         1.00
7.00,         44.00,         46.00,         2.00
8.00,         25.00,         51.00,         1.00
47.00,         28.00,         60.00,         2.00
23.00,         41.00,         36.00,         2.00
27.00,         27.00,         70.00,         1.00
26.00,         42.00,         57.00,         2.00
27.00,         27.00,         41.00,         1.00
16.00,         37.00,         23.00,         2.00
1.00,         40.00,         44.00,         2.00
24.00,         33.00,         66.00,         2.00
17.00,         24.00,         32.00,         1.00
15.00,         32.00,         50.00,         2.00
30.00,         38.00,         78.00,         2.00
17.00,         26.00,         73.00,         1.00
35.00,         35.00,         62.00,         2.00
10.00,         27.00,         96.00,         1.00
20.00,         36.00,         83.00,         2.00
3.00,         42.00,         53.00,         2.00
45.00,         31.00,         46.00,         3.00
21.00,         24.00,         93.00,         1.00
21.00,         34.00,         58.00,         2.00
40.00,         44.00,         40.00,         4.00
34.00,         40.00,         52.00,         3.00
6.00,         23.00,         52.00,         1.00
9.00,         29.00,         53.00,         2.00
40.00,         41.00,         43.00,         4.00
26.00,         31.00,         70.00,         2.00
7.00,         43.00,         88.00,         1.00
17.00,         23.00,         94.00,         1.00
8.00,         28.00,         27.00,         2.00
13.00,         33.00,         67.00,         2.00
18.00,         27.00,         98.00,         1.00
6.00,         44.00,         78.00,         2.00
48.00,         26.00,         85.00,         1.00
38.00,         25.00,         84.00,         1.00
45.00,         23.00,         73.00,         1.00
33.00,         41.00,         62.00,         2.00
10.00,         30.00,         85.00,         1.00
48.00,         37.00,         34.00,         4.00
44.00,         30.00,         75.00,         2.00
22.00,         27.00,         48.00,         1.00
13.00,         34.00,         40.00,         2.00
43.00,         38.00,         90.00,         3.00
9.00,         26.00,         43.00,         1.00
46.00,         26.00,         76.00,         1.00
48.00,         37.00,         87.00,         3.00
32.00,         29.00,         22.00,         2.00
12.00,         29.00,         92.00,         1.00
25.00,         24.00,         73.00,         1.00
22.00,         41.00,         38.00,         2.00
38.00,         38.00,         30.00,         4.00
40.00,         30.00,         81.00,         2.00
16.00,         31.00,         36.00,         2.00
47.00,         29.00,         97.00,         1.00
9.00,         37.00,         51.00,         2.00
5.00,         27.00,         21.00,         1.00
12.00,         38.00,         84.00,         2.00
18.00,         36.00,         20.00,         2.00
28.00,         29.00,         76.00,         2.00
49.00,         41.00,         55.00,         3.00
12.00,         29.00,         82.00,         1.00
5.00,         34.00,         56.00,         1.00
2.00,         25.00,         60.00,         1.00
35.00,         39.00,         35.00,         3.00
49.00,         40.00,         72.00,         3.00
8.00,         27.00,         56.00,         1.00
26.00,         38.00,         84.00,         2.00
13.00,         31.00,         97.00,         1.00
11.00,         44.00,         57.00,         2.00
26.00,         24.00,         34.00,         1.00
20.00,         24.00,         38.00,         1.00
17.00,         35.00,         50.00,         2.00
26.00,         25.00,         37.00,         1.00
29.00,         40.00,         98.00,         1.00
31.00,         38.00,         28.00,         3.00
18.00,         26.00,         94.00,         1.00
36.00,         28.00,         21.00,         3.00
18.00,         26.00,         55.00,         1.00
17.00,         34.00,         69.00,         2.00
35.00,         31.00,         42.00,         2.00
28.00,         32.00,         30.00,         2.00
25.00,         31.00,         46.00,         2.00
39.00,         37.00,         68.00,         3.00
19.00,         34.00,         84.00,         2.00
2.00,         37.00,         91.00,         1.00
21.00,         24.00,         82.00,         1.00
48.00,         31.00,         78.00,         2.00
2.00,         35.00,         82.00,         1.00
33.00,         24.00,         34.00,         1.00
17.00,         36.00,         27.00,         2.00
6.00,         38.00,         58.00,         2.00
3.00,         23.00,         93.00,         1.00
27.00,         38.00,         52.00,         3.00
31.00,         31.00,         70.00,         2.00
32.00,         43.00,         89.00,         1.00
38.00,         36.00,         61.00,         3.00
25.00,         36.00,         55.00,         2.00
4.00,         30.00,         37.00,         1.00
7.00,         32.00,         85.00,         1.00
33.00,         23.00,         52.00,         1.00
3.00,         41.00,         62.00,         1.00
15.00,         29.00,         42.00,         2.00
36.00,         41.00,         24.00,         3.00
32.00,         26.00,         53.00,         1.00
31.00,         34.00,         22.00,         2.00
30.00,         29.00,         96.00,         1.00
11.00,         33.00,         61.00,         2.00
12.00,         43.00,         30.00,         2.00
15.00,         36.00,         35.00,         2.00
33.00,         43.00,         81.00,         2.00
35.00,         31.00,         87.00,         1.00
21.00,         29.00,         66.00,         2.00
26.00,         30.00,         31.00,         2.00
37.00,         33.00,         63.00,         3.00
18.00,         33.00,         67.00,         2.00
19.00,         29.00,         59.00,         2.00
24.00,         38.00,         64.00,         2.00
16.00,         34.00,         44.00,         2.00
7.00,         29.00,         46.00,         2.00
42.00,         37.00,         28.00,         4.00
8.00,         38.00,         58.00,         2.00
33.00,         33.00,         89.00,         2.00
8.00,         34.00,         38.00,         2.00
37.00,         32.00,         88.00,         1.00
24.00,         31.00,         92.00,         1.00
11.00,         43.00,         81.00,         2.00
34.00,         37.00,         81.00,         2.00
5.00,         40.00,         96.00,         1.00
24.00,         44.00,         34.00,         2.00
20.00,         43.00,         91.00,         1.00
13.00,         39.00,         25.00,         2.00
45.00,         39.00,         82.00,         3.00
28.00,         38.00,         58.00,         2.00
29.00,         27.00,         96.00,         1.00
37.00,         37.00,         23.00,         4.00
33.00,         42.00,         48.00,         3.00
11.00,         34.00,         66.00,         2.00
45.00,         39.00,         77.00,         3.00
7.00,         28.00,         72.00,         1.00
43.00,         41.00,         73.00,         3.00
49.00,         38.00,         97.00,         3.00
23.00,         36.00,         74.00,         2.00
14.00,         24.00,         94.00,         1.00
49.00,         38.00,         72.00,         3.00
6.00,         37.00,         91.00,         1.00
38.00,         41.00,         68.00,         3.00
41.00,         27.00,         32.00,         3.00
2.00,         40.00,         70.00,         1.00
3.00,         32.00,         52.00,         1.00
36.00,         31.00,         71.00,         2.00
26.00,         44.00,         76.00,         2.00
5.00,         37.00,         46.00,         2.00
12.00,         40.00,         35.00,         2.00
39.00,         40.00,         95.00,         3.00
30.00,         43.00,         90.00,         1.00
38.00,         41.00,         97.00,         3.00
22.00,         23.00,         45.00,         1.00
9.00,         23.00,         84.00,         1.00
9.00,         41.00,         26.00,         2.00
23.00,         27.00,         80.00,         1.00
27.00,         42.00,         89.00,         1.00
10.00,         44.00,         78.00,         2.00
44.00,         23.00,         55.00,         1.00
39.00,         27.00,         63.00,         1.00
0.00,         31.00,         66.00,         1.00
13.00,         25.00,         78.00,         1.00
36.00,         41.00,         73.00,         2.00
19.00,         24.00,         26.00,         1.00
27.00,         24.00,         69.00,         1.00
5.00,         29.00,         22.00,         1.00
40.00,         25.00,         71.00,         1.00
40.00,         25.00,         32.00,         3.00
15.00,         38.00,         39.00,         2.00
46.00,         37.00,         76.00,         3.00
21.00,         33.00,         67.00,         2.00
37.00,         26.00,         75.00,         1.00
27.00,         43.00,         76.00,         2.00
16.00,         41.00,         22.00,         2.00
14.00,         34.00,         20.00,         2.00
46.00,         41.00,         89.00,         3.00
28.00,         30.00,         72.00,         2.00
12.00,         37.00,         66.00,         2.00
8.00,         38.00,         21.00,         2.00
8.00,         44.00,         57.00,         2.00
34.00,         40.00,         35.00,         3.00
9.00,         37.00,         94.00,         1.00
12.00,         38.00,         23.00,         2.00
9.00,         44.00,         73.00,         2.00
29.00,         34.00,         34.00,         2.00
5.00,         24.00,         39.00,         1.00
8.00,         33.00,         21.00,         2.00
38.00,         23.00,         98.00,         1.00
20.00,         26.00,         28.00,         1.00
49.00,         28.00,         21.00,         3.00
25.00,         25.00,         44.00,         1.00
45.00,         38.00,         25.00,         4.00
21.00,         25.00,         71.00,         1.00
39.00,         25.00,         22.00,         3.00
48.00,         26.00,         62.00,         1.00
22.00,         41.00,         28.00,         2.00
24.00,         27.00,         79.00,         1.00
42.00,         42.00,         37.00,         4.00
26.00,         43.00,         27.00,         3.00
32.00,         34.00,         57.00,         2.00
44.00,         26.00,         33.00,         3.00
41.00,         26.00,         29.00,         3.00
2.00,         40.00,         44.00,         2.00
34.00,         44.00,         59.00,         2.00
3.00,         30.00,         74.00,         1.00
42.00,         35.00,         43.00,         4.00
5.00,         25.00,         86.00,         1.00
11.00,         26.00,         31.00,         1.00
1.00,         29.00,         58.00,         1.00
7.00,         24.00,         49.00,         1.00
10.00,         25.00,         51.00,         1.00
8.00,         35.00,         33.00,         2.00
36.00,         31.00,         66.00,         2.00
44.00,         37.00,         81.00,         3.00
40.00,         33.00,         73.00,         2.00
13.00,         41.00,         29.00,         2.00
11.00,         36.00,         87.00,         1.00
2.00,         42.00,         33.00,         2.00
38.00,         35.00,         97.00,         2.00
19.00,         37.00,         65.00,         2.00
40.00,         34.00,         76.00,         2.00
35.00,         39.00,         27.00,         3.00
27.00,         23.00,         34.00,         1.00
3.00,         39.00,         70.00,         1.00
49.00,         26.00,         59.00,         1.00
44.00,         36.00,         29.00,         4.00
30.00,         27.00,         54.00,         1.00
9.00,         39.00,         70.00,         2.00
13.00,         32.00,         75.00,         2.00
31.00,         36.00,         93.00,         1.00
49.00,         28.00,         53.00,         3.00
32.00,         36.00,         46.00,         3.00
26.00,         40.00,         80.00,         2.00
0.00,         33.00,         40.00,         1.00
6.00,         25.00,         38.00,         1.00
47.00,         29.00,         81.00,         2.00
31.00,         36.00,         69.00,         2.00
27.00,         39.00,         67.00,         2.00
7.00,         34.00,         70.00,         2.00
31.00,         36.00,         33.00,         3.00
29.00,         32.00,         83.00,         2.00
32.00,         27.00,         31.00,         1.00
0.00,         34.00,         71.00,         1.00
5.00,         43.00,         60.00,         1.00
19.00,         31.00,         82.00,         2.00
40.00,         35.00,         51.00,         4.00
37.00,         23.00,         32.00,         3.00
45.00,         38.00,         53.00,         4.00
1.00,         41.00,         25.00,         2.00
44.00,         26.00,         75.00,         1.00
2.00,         38.00,         34.00,         2.00
27.00,         23.00,         53.00,         1.00
49.00,         33.00,         58.00,         3.00
10.00,         36.00,         92.00,         1.00
45.00,         23.00,         91.00,         1.00
45.00,         35.00,         63.00,         3.00
36.00,         27.00,         21.00,         1.00
46.00,         35.00,         80.00,         2.00
36.00,         41.00,         48.00,         4.00
49.00,         35.00,         70.00,         3.00
18.00,         23.00,         74.00,         1.00
28.00,         32.00,         58.00,         2.00
26.00,         43.00,         33.00,         3.00
47.00,         26.00,         39.00,         3.00
3.00,         24.00,         45.00,         1.00
38.00,         37.00,         80.00,         3.00
17.00,         38.00,         72.00,         2.00
16.00,         40.00,         91.00,         1.00
16.00,         42.00,         30.00,         2.00
48.00,         26.00,         80.00,         1.00
40.00,         27.00,         32.00,         3.00
40.00,         34.00,         93.00,         2.00
15.00,         41.00,         37.00,         2.00
28.00,         37.00,         80.00,         2.00
14.00,         34.00,         94.00,         1.00
12.00,         38.00,         69.00,         2.00
25.00,         26.00,         79.00,         1.00
7.00,         24.00,         25.00,         1.00
10.00,         26.00,         86.00,         1.00
22.00,         27.00,         73.00,         1.00
17.00,         32.00,         28.00,         2.00
38.00,         27.00,         37.00,         3.00
29.00,         39.00,         55.00,         2.00
12.00,         42.00,         91.00,         1.00
30.00,         28.00,         45.00,         2.00
1.00,         26.00,         66.00,         1.00
35.00,         35.00,         71.00,         2.00
5.00,         30.00,         54.00,         1.00
20.00,         25.00,         66.00,         1.00
21.00,         41.00,         67.00,         2.00
33.00,         31.00,         58.00,         2.00
46.00,         31.00,         50.00,         3.00
13.00,         34.00,         32.00,         2.00
6.00,         34.00,         76.00,         2.00
42.00,         24.00,         87.00,         1.00
44.00,         42.00,         78.00,         3.00
33.00,         34.00,         38.00,         2.00
36.00,         44.00,         82.00,         2.00
49.00,         36.00,         50.00,         4.00
31.00,         24.00,         46.00,         1.00
40.00,         27.00,         83.00,         1.00
18.00,         28.00,         87.00,         1.00
31.00,         40.00,         25.00,         3.00
32.00,         37.00,         49.00,         3.00
28.00,         36.00,         75.00,         2.00
9.00,         41.00,         39.00,         2.00
34.00,         26.00,         63.00,         1.00
29.00,         30.00,         73.00,         2.00
27.00,         26.00,         56.00,         1.00
42.00,         28.00,         61.00,         2.00
43.00,         43.00,         73.00,         3.00
43.00,         39.00,         72.00,         3.00
25.00,         35.00,         55.00,         2.00
15.00,         41.00,         79.00,         2.00
9.00,         34.00,         42.00,         2.00
22.00,         26.00,         44.00,         1.00
43.00,         35.00,         36.00,         4.00
0.00,         40.00,         56.00,         1.00
3.00,         38.00,         88.00,         1.00
45.00,         36.00,         49.00,         4.00
0.00,         40.00,         63.00,         1.00
30.00,         30.00,         42.00,         2.00
15.00,         41.00,         28.00,         2.00
16.00,         25.00,         25.00,         1.00
30.00,         38.00,         79.00,         2.00
34.00,         37.00,         47.00,         3.00
11.00,         34.00,         33.00,         2.00
39.00,         31.00,         21.00,         3.00
22.00,         43.00,         96.00,         1.00
2.00,         34.00,         90.00,         1.00
17.00,         23.00,         43.00,         1.00
38.00,         28.00,         62.00,         2.00
35.00,         35.00,         89.00,         2.00
19.00,         26.00,         51.00,         1.00
35.00,         40.00,         82.00,         2.00
18.00,         29.00,         37.00,         2.00
37.00,         24.00,         48.00,         3.00
45.00,         35.00,         90.00,         2.00
23.00,         35.00,         74.00,         2.00
7.00,         24.00,         22.00,         1.00
34.00,         24.00,         29.00,         1.00
25.00,         28.00,         41.00,         2.00
16.00,         42.00,         30.00,         2.00
8.00,         32.00,         89.00,         1.00
14.00,         37.00,         72.00,         2.00
19.00,         35.00,         60.00,         2.00
35.00,         35.00,         97.00,         2.00
10.00,         38.00,         91.00,         1.00
0.00,         41.00,         77.00,         1.00
18.00,         31.00,         63.00,         2.00
49.00,         26.00,         39.00,         3.00
14.00,         26.00,         95.00,         1.00
10.00,         35.00,         67.00,         2.00
48.00,         33.00,         96.00,         2.00
15.00,         39.00,         77.00,         2.00
8.00,         25.00,         80.00,         1.00
32.00,         33.00,         60.00,         2.00
10.00,         23.00,         80.00,         1.00
1.00,         44.00,         91.00,         1.00
10.00,         43.00,         93.00,         1.00
20.00,         23.00,         78.00,         1.00
44.00,         43.00,         72.00,         3.00
29.00,         41.00,         38.00,         3.00
6.00,         26.00,         71.00,         1.00
6.00,         43.00,         33.00,         2.00
0.00,         32.00,         49.00,         1.00
36.00,         25.00,         71.00,         1.00
7.00,         37.00,         40.00,         2.00
36.00,         39.00,         25.00,         4.00
37.00,         38.00,         28.00,         4.00
36.00,         30.00,         65.00,         2.00
22.00,         37.00,         34.00,         2.00
31.00,         42.00,         82.00,         2.00
34.00,         31.00,         67.00,         2.00
47.00,         41.00,         88.00,         3.00
3.00,         40.00,         98.00,         1.00
45.00,         31.00,         94.00,         1.00
27.00,         32.00,         23.00,         2.00
38.00,         44.00,         66.00,         3.00
9.00,         24.00,         32.00,         1.00
32.00,         41.00,         20.00,         3.00
21.00,         25.00,         20.00,         1.00
31.00,         34.00,         48.00,         2.00
33.00,         41.00,         52.00,         3.00
25.00,         43.00,         40.00,         3.00
21.00,         24.00,         68.00,         1.00
45.00,         25.00,         33.00,         3.00
21.00,         26.00,         98.00,         1.00
32.00,         24.00,         44.00,         1.00
42.00,         42.00,         82.00,         3.00
49.00,         33.00,         51.00,         3.00
30.00,         44.00,         75.00,         2.00
35.00,         26.00,         61.00,         1.00
48.00,         34.00,         82.00,         2.00
16.00,         27.00,         28.00,         1.00
47.00,         31.00,         89.00,         1.00
26.00,         25.00,         67.00,         1.00
2.00,         27.00,         92.00,         1.00
24.00,         23.00,         23.00,         1.00
8.00,         42.00,         89.00,         1.00
32.00,         40.00,         40.00,         3.00
20.00,         23.00,         50.00,         1.00
37.00,         44.00,         80.00,         3.00
43.00,         26.00,         49.00,         3.00
33.00,         34.00,         75.00,         2.00
49.00,         27.00,         62.00,         1.00
1.00,         35.00,         24.00,         1.00
2.00,         33.00,         37.00,         1.00
4.00,         27.00,         83.00,         1.00
0.00,         25.00,         97.00,         1.00
7.00,         25.00,         73.00,         1.00
6.00,         24.00,         30.00,         1.00
25.00,         35.00,         32.00,         2.00
2.00,         30.00,         37.00,         1.00
19.00,         24.00,         78.00,         1.00
18.00,         27.00,         58.00,         1.00
25.00,         32.00,         68.00,         2.00
27.00,         29.00,         52.00,         2.00
4.00,         26.00,         70.00,         1.00
35.00,         31.00,         80.00,         2.00
45.00,         33.00,         52.00,         3.00
44.00,         28.00,         54.00,         3.00
3.00,         30.00,         49.00,         1.00
49.00,         28.00,         83.00,         2.00
21.00,         29.00,         29.00,         2.00
44.00,         42.00,         73.00,         3.00
31.00,         33.00,         23.00,         2.00
13.00,         38.00,         87.00,         1.00
41.00,         30.00,         66.00,         2.00
46.00,         25.00,         78.00,         1.00
46.00,         31.00,         41.00,         3.00
31.00,         23.00,         89.00,         1.00
24.00,         31.00,         80.00,         2.00
30.00,         23.00,         74.00,         1.00
45.00,         39.00,         25.00,         4.00
38.00,         27.00,         78.00,         1.00
22.00,         43.00,         44.00,         2.00
43.00,         42.00,         55.00,         3.00
23.00,         28.00,         40.00,         2.00
18.00,         34.00,         22.00,         2.00
3.00,         24.00,         87.00,         1.00
31.00,         31.00,         96.00,         1.00
46.00,         23.00,         80.00,         1.00
2.00,         37.00,         44.00,         2.00
43.00,         28.00,         53.00,         3.00
3.00,         42.00,         93.00,         1.00
37.00,         28.00,         22.00,         3.00
9.00,         42.00,         84.00,         2.00
19.00,         25.00,         45.00,         1.00
36.00,         43.00,         97.00,         3.00
0.00,         33.00,         42.00,         1.00
33.00,         39.00,         39.00,         3.00
40.00,         32.00,         52.00,         3.00
32.00,         34.00,         86.00,         2.00
7.00,         34.00,         95.00,         1.00
35.00,         40.00,         34.00,         3.00
19.00,         41.00,         63.00,         2.00
25.00,         37.00,         27.00,         3.00
23.00,         32.00,         86.00,         1.00
13.00,         29.00,         89.00,         1.00
19.00,         40.00,         29.00,         2.00
31.00,         37.00,         42.00,         3.00
2.00,         28.00,         45.00,         1.00
25.00,         29.00,         73.00,         2.00
46.00,         42.00,         73.00,         3.00
49.00,         33.00,         26.00,         3.00
45.00,         44.00,         92.00,         3.00
42.00,         25.00,         52.00,         3.00
49.00,         29.00,         57.00,         2.00
14.00,         39.00,         40.00,         2.00
17.00,         38.00,         76.00,         2.00
12.00,         31.00,         89.00,         1.00
48.00,         34.00,         48.00,         3.00
46.00,         40.00,         25.00,         4.00
19.00,         44.00,         76.00,         2.00
13.00,         42.00,         95.00,         1.00
38.00,         34.00,         80.00,         2.00
35.00,         43.00,         23.00,         3.00
1.00,         36.00,         66.00,         1.00
30.00,         29.00,         70.00,         2.00
39.00,         36.00,         69.00,         3.00
6.00,         39.00,         69.00,         2.00
3.00,         41.00,         57.00,         1.00
29.00,         30.00,         87.00,         1.00
27.00,         27.00,         51.00,         1.00
36.00,         27.00,         70.00,         1.00
2.00,         24.00,         31.00,         1.00
18.00,         37.00,         66.00,         2.00
6.00,         37.00,         26.00,         2.00
14.00,         33.00,         38.00,         2.00
15.00,         43.00,         50.00,         2.00
47.00,         29.00,         40.00,         3.00
29.00,         32.00,         44.00,         2.00
18.00,         39.00,         46.00,         2.00
5.00,         38.00,         34.00,         2.00
5.00,         26.00,         66.00,         1.00
9.00,         36.00,         94.00,         1.00
35.00,         39.00,         98.00,         1.00
24.00,         43.00,         86.00,         1.00
33.00,         38.00,         96.00,         1.00
37.00,         27.00,         32.00,         3.00
15.00,         43.00,         65.00,         2.00
5.00,         40.00,         59.00,         1.00
43.00,         37.00,         22.00,         4.00
42.00,         35.00,         46.00,         4.00
1.00,         26.00,         37.00,         1.00
30.00,         26.00,         56.00,         1.00
9.00,         26.00,         90.00,         1.00
18.00,         31.00,         60.00,         2.00
22.00,         39.00,         49.00,         2.00
21.00,         33.00,         95.00,         1.00
20.00,         27.00,         56.00,         1.00
41.00,         42.00,         40.00,         4.00
45.00,         44.00,         90.00,         3.00
37.00,         37.00,         53.00,         4.00
47.00,         28.00,         69.00,         2.00
48.00,         28.00,         46.00,         3.00
0.00,         42.00,         83.00,         1.00
44.00,         40.00,         69.00,         3.00
32.00,         25.00,         89.00,         1.00
48.00,         27.00,         22.00,         3.00
24.00,         41.00,         55.00,         2.00
49.00,         37.00,         46.00,         4.00
37.00,         23.00,         57.00,         1.00
12.00,         36.00,         54.00,         2.00
3.00,         44.00,         90.00,         1.00
14.00,         36.00,         94.00,         1.00
23.00,         25.00,         23.00,         1.00
46.00,         39.00,         80.00,         3.00
39.00,         41.00,         27.00,         4.00
40.00,         27.00,         36.00,         3.00
19.00,         39.00,         76.00,         2.00
20.00,         34.00,         48.00,         2.00
21.00,         33.00,         82.00,         2.00
25.00,         30.00,         91.00,         1.00
26.00,         33.00,         58.00,         2.00
43.00,         27.00,         49.00,         3.00
29.00,         27.00,         89.00,         1.00
40.00,         44.00,         48.00,         4.00
43.00,         44.00,         94.00,         3.00
28.00,         30.00,         94.00,         1.00
26.00,         25.00,         58.00,         1.00
28.00,         23.00,         74.00,         1.00
30.00,         28.00,         57.00,         2.00
38.00,         44.00,         78.00,         3.00
36.00,         36.00,         93.00,         1.00
0.00,         31.00,         74.00,         1.00
9.00,         40.00,         90.00,         1.00
39.00,         38.00,         35.00,         4.00
36.00,         29.00,         74.00,         2.00
9.00,         37.00,         60.00,         2.00
5.00,         43.00,         37.00,         2.00
19.00,         44.00,         87.00,         1.00
31.00,         41.00,         98.00,         1.00
25.00,         39.00,         53.00,         3.00
23.00,         30.00,         54.00,         2.00
42.00,         38.00,         71.00,         3.00
8.00,         40.00,         88.00,         1.00
33.00,         42.00,         33.00,         3.00
18.00,         38.00,         74.00,         2.00
43.00,         38.00,         49.00,         4.00
19.00,         27.00,         78.00,         1.00
5.00,         43.00,         54.00,         2.00
45.00,         28.00,         97.00,         1.00
33.00,         29.00,         51.00,         2.00
3.00,         26.00,         82.00,         1.00
7.00,         41.00,         78.00,         2.00
22.00,         25.00,         22.00,         1.00
46.00,         23.00,         29.00,         3.00
36.00,         44.00,         67.00,         2.00
3.00,         29.00,         70.00,         1.00
23.00,         23.00,         36.00,         1.00
46.00,         31.00,         78.00,         2.00
22.00,         42.00,         56.00,         2.00
37.00,         25.00,         80.00,         1.00
11.00,         29.00,         35.00,         2.00
46.00,         36.00,         46.00,         4.00
28.00,         24.00,         34.00,         1.00
35.00,         35.00,         50.00,         2.00
29.00,         29.00,         57.00,         2.00
9.00,         42.00,         42.00,         2.00
39.00,         24.00,         38.00,         3.00
12.00,         32.00,         76.00,         2.00
18.00,         38.00,         64.00,         2.00
48.00,         33.00,         49.00,         3.00
28.00,         25.00,         91.00,         1.00
17.00,         28.00,         29.00,         2.00
26.00,         30.00,         48.00,         2.00
34.00,         43.00,         26.00,         3.00
24.00,         39.00,         63.00,         2.00
13.00,         44.00,         85.00,         2.00
46.00,         34.00,         75.00,         2.00
36.00,         37.00,         45.00,         3.00
32.00,         30.00,         33.00,         2.00
33.00,         38.00,         37.00,         3.00
44.00,         33.00,         35.00,         3.00
4.00,         23.00,         38.00,         1.00
1.00,         38.00,         78.00,         1.00
15.00,         25.00,         73.00,         1.00
47.00,         36.00,         72.00,         3.00
10.00,         27.00,         89.00,         1.00
20.00,         30.00,         59.00,         2.00
43.00,         26.00,         63.00,         1.00
38.00,         40.00,         58.00,         3.00
43.00,         39.00,         59.00,         3.00
13.00,         28.00,         36.00,         2.00
46.00,         43.00,         23.00,         4.00
33.00,         31.00,         54.00,         2.00
7.00,         39.00,         74.00,         2.00
30.00,         41.00,         42.00,         3.00
44.00,         24.00,         85.00,         1.00
39.00,         29.00,         71.00,         2.00
34.00,         23.00,         26.00,         1.00
24.00,         44.00,         97.00,         1.00
39.00,         42.00,         36.00,         4.00
41.00,         33.00,         65.00,         3.00
12.00,         36.00,         21.00,         2.00
24.00,         33.00,         65.00,         2.00
10.00,         30.00,         27.00,         2.00
31.00,         26.00,         63.00,         1.00
33.00,         36.00,         56.00,         2.00
34.00,         36.00,         50.00,         3.00
9.00,         29.00,         67.00,         2.00
22.00,         25.00,         83.00,         1.00
34.00,         38.00,         44.00,         3.00
46.00,         24.00,         44.00,         3.00
30.00,         42.00,         85.00,         2.00
31.00,         33.00,         42.00,         2.00
48.00,         41.00,         22.00,         4.00
38.00,         31.00,         78.00,         2.00
32.00,         35.00,         55.00,         2.00
35.00,         38.00,         44.00,         3.00
44.00,         37.00,         62.00,         3.00
43.00,         33.00,         86.00,         2.00
43.00,         34.00,         91.00,         2.00
16.00,         36.00,         48.00,         2.00
12.00,         33.00,         21.00,         2.00
26.00,         26.00,         33.00,         1.00
17.00,         25.00,         64.00,         1.00
36.00,         33.00,         52.00,         2.00
2.00,         34.00,         66.00,         1.00
29.00,         42.00,         22.00,         3.00
45.00,         27.00,         25.00,         3.00
17.00,         35.00,         92.00,         1.00
16.00,         23.00,         81.00,         1.00
14.00,         28.00,         73.00,         2.00
21.00,         28.00,         93.00,         1.00
42.00,         39.00,         39.00,         4.00
26.00,         34.00,         60.00,         2.00
28.00,         29.00,         62.00,         2.00
34.00,         44.00,         98.00,         1.00
31.00,         38.00,         45.00,         3.00
24.00,         37.00,         59.00,         2.00
16.00,         32.00,         29.00,         2.00
32.00,         32.00,         60.00,         2.00
0.00,         23.00,         46.00,         1.00
19.00,         35.00,         30.00,         2.00
8.00,         33.00,         30.00,         2.00
1.00,         27.00,         96.00,         1.00
